gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
f,roublardise,RublaRdiz,0.0,0.14,CVVCCVCCVCV,NOM
m,rouble,Rubl,1.22,0.14,CVVCCV,NOM
f,roucoulade,Rukulad,0.16,0.14,CVVCVVCVCV,NOM
m,roucoulant,Rukul@,0.0,0.07,CVVCVVCVCC,ADJ
m,roucoulement,Rukul°m@,0.16,0.61,CVVCVVCVCVCC,NOM
,roucouler,Rukule,0.23,0.81,CVVCVVCVC,VER
m,roucouleur,Rukul9R,0.0,0.07,CVVCVVCVVC,ADJ
m,roucouleur,Rukul9R,0.02,0.07,CVVCVVCVVC,NOM
m,roudoudou,Rududu,0.28,0.54,CVVCVVCVV,NOM
f,roue,Ru,13.49,17.77,CVVV,NOM
f,rouelle,RwEl,0.0,0.14,CVVVCCV,NOM
,rouer,Rwe,0.46,0.34,CVVVC,VER
m,rouergat,RwERga,0.0,0.07,CVVVCCVC,ADJ
f,rouerie,RuRi,0.01,0.74,CVVVCVV,NOM
m,rouet,RwE,0.15,0.54,CVVVC,NOM
m,rouf,Ruf,0.0,0.27,CVVC,NOM
,rouge,RuZ,79.7,195.27,CVVCV,ADJ
,rouge,RuZ,32.93,62.77,CVVCV,NOM
m,rouge-brun,RuZbR1,0.0,0.2,CVVCV-CCVC,ADJ
m,rouge-feu,RuZf2,0.0,0.07,CVVCV-CVV,ADJ
m,rouge-gorge,RuZgORZ,0.3,0.68,CVVCV-CVCCV,NOM
m,rouge-queue,RuZ°k2,0.0,0.07,CVVCV-CVVVV,NOM
,rouge-sang,RuZs@,0.0,0.07,CVVCV-CVCC,NOM
m,rougeaud,RuZo,0.04,2.09,CVVCVVVC,ADJ
m,rougeaud,RuZo,0.1,0.68,CVVCVVVC,NOM
m,rougeoiement,RuZwam@,0.03,1.15,CVVCVVVVCVCC,NOM
f,rougeole,RuZOl,1.27,1.69,CVVCVVCV,NOM
m,rougeoyant,RuZwaj@,0.15,0.54,CVVCVVVVCC,ADJ
,rougeoyer,RuZwaje,0.22,0.61,CVVCVVVVC,VER
m,rouget,RuZE,0.35,0.54,CVVCVC,NOM
f,rougeur,RuZ9R,0.63,1.89,CVVCVVC,NOM
,rougeâtre,RuZatR,0.15,3.85,CVVCVVCCV,ADJ
m,rough,Ruf,0.2,0.0,CVVCC,NOM
,rougir,RuZiR,2.51,10.68,CVVCVC,VER
m,rougissant,RuZis@,0.02,0.68,CVVCVCCVCC,ADJ
m,rougissement,RuZis°m@,0.03,0.07,CVVCVCCVCVCC,NOM
f,rouillarde,RujaRd,0.0,0.07,CVVVCCVCCV,NOM
,rouille,Ruj,0.07,0.2,CVVVCCV,ADJ
f,rouille,Ruj,1.96,8.72,CVVVCCV,NOM
,rouiller,Ruje,0.9,0.54,CVVVCCVC,VER
m,rouilleux,Ruj2,0.0,0.14,CVVVCCVVC,ADJ
f,roulade,Rulad,0.14,0.47,CVVCVCV,NOM
m,roulage,RulaZ,0.02,0.14,CVVCVCV,NOM
m,roulant,Rul@,4.84,6.69,CVVCVCC,ADJ
f,roulante,Rul@t,0.11,0.74,CVVCVCCV,NOM
m,roule,Rul,4.84,1.08,CVVCV,NOM
m,rouleau,Rulo,3.87,10.88,CVVCVVV,NOM
m,roulement,Rul°m@,2.17,7.97,CVVCVCVCC,NOM
,rouler,Rule,14.41,33.78,CVVCVC,VER
f,roulette,RulEt,2.5,2.77,CVVCVCCV,NOM
m,rouleur,Rul9R,0.03,0.2,CVVCVVC,ADJ
m,rouleur,Rul9R,0.03,0.14,CVVCVVC,NOM
m,roulier,Rulje,0.16,0.61,CVVCVVC,NOM
m,roulis,Ruli,0.56,3.04,CVVCVC,NOM
f,roulotte,RulOt,1.32,3.58,CVVCVCCV,NOM
f,roulure,RulyR,0.71,0.68,CVVCVCV,NOM
m,roulé,Rule,0.76,3.58,CVVCV,ADJ
m,roulé-boulé,Rulebule,0.0,0.14,CVVCV-CVVCV,NOM
m,roumain,Rum5,2.23,0.41,CVVCVVC,ADJ
m,roumain,Rum5,1.54,0.81,CVVCVVC,NOM
m,roumi,Rumi,0.14,0.0,CVVCV,NOM
m,round,Rund,5.75,2.3,CVVCC,NOM
f,roupane,Rupan,0.0,0.27,CVVCVCV,NOM
f,roupette,RupEt,0.15,0.0,CVVCVCCV,NOM
f,roupettes,RupEt,0.56,0.2,CVVCVCCVC,NOM
f,roupie,Rupi,0.29,0.41,CVVCVV,NOM
,roupiller,Rupije,1.22,2.43,CVVCVCCVC,VER
m,roupillon,Rupij§,0.42,1.01,CVVCVCCVC,NOM
,rouquemoute,Ruk°mut,0.0,3.85,CVVCVVCVVCV,NOM
f,rouquette,RukEt,0.0,0.07,CVVCVVCCV,NOM
m,rouquin,Ruk5,0.3,1.62,CVVCVVC,ADJ
m,rouquin,Ruk5,1.33,8.31,CVVCVVC,NOM
,rouscailler,Ruskaje,0.0,0.2,CVVCCVVCCVC,VER
m,rouspétage,RuspetaZ,0.0,0.07,CVVCCVCVCV,NOM
f,rouspétance,Ruspet@s,0.01,0.27,CVVCCVCVCCV,NOM
,rouspéter,Ruspete,0.46,0.27,CVVCCVCVC,VER
m,rouspéteur,Ruspet9R,0.0,0.14,CVVCCVCVVC,ADJ
m,rouspéteur,Ruspet9R,0.01,0.0,CVVCCVCVVC,NOM
m,rousseau,Ruso,0.0,0.14,CVVCCVVV,NOM
f,rousseauiste,Rusoist,0.01,0.07,CVVCCVVVVCCV,ADJ
f,rousserolle,Rus°ROl,0.0,0.07,CVVCCVCVCCV,NOM
f,roussette,RusEt,0.01,1.55,CVVCCVCCV,NOM
f,rousseur,Rus9R,1.4,5.14,CVVCCVVC,NOM
m,roussi,Rusi,0.01,0.68,CVVCCV,ADJ
m,roussi,Rusi,1.0,1.15,CVVCCV,NOM
m,roussin,Rus5,0.0,0.34,CVVCCVC,NOM
,roussir,RusiR,0.02,0.27,CVVCCVC,VER
,roussâtre,RusatR,0.0,0.81,CVVCCVCCV,ADJ
f,rouste,Rust,0.32,0.34,CVVCCV,NOM
m,rouston,Rust§,0.01,0.0,CVVCCVC,NOM
m,roustons,Rust§,0.24,0.2,CVVCCVCC,NOM
m,routage,RutaZ,0.16,0.07,CVVCVCV,NOM
m,routard,RutaR,0.01,0.0,CVVCVCC,ADJ
m,routard,RutaR,0.26,0.0,CVVCVCC,NOM
f,route,Rut,152.83,251.35,CVVCV,NOM
,router,Rute,0.03,0.0,CVVCVC,VER
m,routeur,Rut9R,0.11,0.0,CVVCVVC,NOM
m,routier,Rutje,1.41,0.74,CVVCVVC,ADJ
m,routier,Rutje,0.9,2.57,CVVCVVC,NOM
m,routin,Rut5,0.0,0.47,CVVCVC,NOM
f,routine,Rutin,11.67,9.53,CVVCVCV,NOM
m,routinier,Rutinje,0.09,0.41,CVVCVCVVC,ADJ
m,rouvre,RuvR,0.0,0.2,CVVCCV,NOM
,rouvrir,RuvRiR,3.46,3.65,CVVCCVC,VER
m,roux,Ru,3.66,20.68,CVVC,ADJ
m,roux,Ru,0.8,5.07,CVVC,NOM
m,roué,Rwe,0.0,0.34,CVVV,ADJ
m,roy,Rwa,0.17,0.27,CVV,NOM
m,royal,Rwajal,10.51,16.49,CVVVC,ADJ
f,royale,Rwajal,0.34,2.84,CVVVCV,NOM
,royalement,Rwajal°m@,0.83,1.82,CVVVCVCVCC,ADV
,royaliste,Rwajalist,0.2,0.47,CVVVCVCCV,ADJ
,royaliste,Rwajalist,0.12,0.07,CVVVCVCCV,NOM
f,royalties,Rwajalti,0.54,0.14,CVVVCCVVC,NOM
f,royalty,Rwajalti,0.01,0.07,CVVVCCV,NOM
m,royaume,Rwajom,24.16,18.78,CVVVVCV,NOM
f,royauté,Rwajote,0.58,1.15,CVVVVCV,NOM
m,ru,Ry,0.14,0.61,CV,NOM
f,ruade,Ryad,0.28,0.95,CVVCV,NOM
m,ruban,Ryb@,6.56,15.2,CVCVC,NOM
,rubato,Rybato,0.0,0.07,CVCVCV,ADV
m,rubia,Rybja,0.01,0.0,CVCVV,NOM
m,rubican,Rybik@,0.0,0.07,CVCVCVC,ADJ
m,rubicond,Rybik§,0.0,0.88,CVCVCVCC,ADJ
,rubis,Rybi,0.86,1.08,CVCVC,ADJ
m,rubis,Rybi,2.22,3.11,CVCVC,NOM
m,rubricard,RybRikaR,0.0,0.07,CVCCVCVCC,NOM
f,rubrique,RybRik,2.9,5.0,CVCCVCVV,NOM
f,rubéole,RybeOl,0.14,0.14,CVCVVCV,NOM
f,ruche,RyS,2.64,2.03,CVCCV,NOM
m,rucher,RySe,0.11,0.14,CVCCVC,NOM
m,ruché,RySe,0.0,0.07,CVCCV,NOM
m,rucksack,Ryksak,0.0,0.07,CVCCCVCC,NOM
,rude,Ryd,5.68,22.64,CVCV,ADJ
,rudement,Ryd°m@,2.42,10.07,CVCVCVCC,ADV
f,rudesse,RydEs,0.42,3.38,CVCVCCV,NOM
m,rudiment,Rydim@,0.01,0.27,CVCVCVCC,NOM
,rudimentaire,Rydim@tER,0.73,2.09,CVCVCVCCVVCV,ADJ
m,rudoiement,Rydwam@,0.0,0.07,CVCVVVCVCC,NOM
,rudoyer,Rydwaje,0.32,0.2,CVCVVVC,VER
f,rue,Ry,127.35,449.53,CVV,NOM
f,ruelle,R8El,4.04,13.51,CVVCCV,NOM
,ruer,R8e,0.59,3.18,CVVC,VER
m,ruffian,Ryfj@,0.48,0.41,CVCCVVC,NOM
m,rufian,Ryfj@,0.01,0.0,CVCVVC,NOM
m,rugby,Rygbi,1.14,3.11,CVCCV,NOM
m,rugbyman,Rygbiman,0.03,0.34,CVCCVCVC,NOM
,rugir,RyZiR,0.52,0.88,CVCVC,VER
m,rugissant,RyZis@,0.09,0.61,CVCVCCVCC,ADJ
m,rugissement,RyZis°m@,0.61,2.91,CVCVCCVCVCC,NOM
f,rugosité,Rygozite,0.0,0.47,CVCVCVCV,NOM
m,rugueux,Ryg2,0.5,4.59,CVCVVVC,ADJ
f,ruine,R8in,9.23,15.47,CVVCV,NOM
,ruiner,R8ine,7.21,2.91,CVVCVC,VER
m,ruineux,R8in2,0.22,0.81,CVVCVVC,ADJ
m,ruiné,R8ine,0.75,1.62,CVVCV,ADJ
m,ruisseau,R8iso,6.1,18.72,CVVCCVVV,NOM
m,ruisselant,R8is°l@,0.14,1.35,CVVCCVCVCC,ADJ
,ruisseler,R8is°le,0.03,2.3,CVVCCVCVC,VER
m,ruisselet,R8is°lE,0.01,0.54,CVVCCVCVC,NOM
m,ruissellement,R8isEl°m@,0.01,4.12,CVVCCVCCVCVCC,NOM
m,ruisson,R8is§,0.0,0.07,CVVCCVC,NOM
f,rumba,Rumba,0.68,0.61,CVCCV,NOM
f,rumeur,Rym9R,10.15,27.03,CVCVVC,NOM
m,ruminant,Rymin@,0.01,0.2,CVCVCVCC,ADJ
m,ruminant,Rymin@,0.01,0.47,CVCVCVCC,NOM
f,rumination,Ryminasj§,0.0,1.35,CVCVCVCVVC,NOM
m,ruminement,Rymin°m@,0.0,0.2,CVCVCVCVCC,NOM
,ruminer,Rymine,0.84,2.77,CVCVCVC,VER
m,rumsteck,ROmstEk,0.03,0.07,CVCCCVCC,NOM
f,rune,Ryn,1.08,0.0,CVCV,NOM
f,runique,Rynik,0.16,0.0,CVCVCVV,ADJ
m,running,RyniG,0.66,0.0,CVCCVCC,NOM
,rupestre,RypEstR,0.14,0.2,CVCVCCCV,ADJ
m,rupin,Ryp5,0.32,0.54,CVCVC,ADJ
m,rupin,Ryp5,0.25,0.41,CVCVC,NOM
m,rupteur,Rypt9R,0.02,0.0,CVCCVVC,NOM
f,rupture,RyptyR,7.87,19.73,CVCCVCV,NOM
m,rural,RyRal,0.66,1.15,CVCVC,ADJ
m,rural,RyRal,0.03,0.07,CVCVC,NOM
f,ruse,Ryz,8.09,13.31,CVCV,NOM
,ruser,Ryze,0.61,2.03,CVCVC,VER
m,rush,R9S,1.04,0.54,CVCC,NOM
,russe,Rys,24.85,35.34,CVCCV,ADJ
,russe,Rys,15.68,15.54,CVCCV,NOM
f,russification,Rysifikasj§,0.0,0.14,CVCCVCVCVCVVC,NOM
m,russo-allemand,Rysoal°m@,0.0,0.07,CVCCV-VCCVCVCC,ADJ
m,russo-américain,RysoameRik5,0.0,0.07,CVCCV-VCVCVCVVC,ADJ
m,russo-polonais,RysopolonE,0.0,0.07,CVCCV-CVCVCVVC,ADJ
f,russo-turque,RysotyRk,0.0,0.14,CVCCV-CVCCVV,ADJ
m,russophone,RysofOn,0.01,0.0,CVCCVCCVCV,ADJ
m,rustaud,Rysto,0.1,0.14,CVCCVVC,ADJ
m,rustaud,Rysto,0.33,0.14,CVCCVVC,NOM
f,rusticité,Rystisite,0.02,1.08,CVCCVCVCV,NOM
f,rustine,Rystin,0.08,0.95,CVCCVCV,NOM
,rustique,Rystik,0.95,4.26,CVCCVCVV,ADJ
,rustre,RystR,0.4,0.2,CVCCCV,ADJ
,rustre,RystR,1.63,0.74,CVCCCV,NOM
m,rusé,Ryze,2.46,2.77,CVCV,ADJ
m,rusé,Ryze,0.81,1.28,CVCV,NOM
m,rut,Ryt,2.0,2.09,CVC,NOM
m,rutabaga,Rytabaga,0.24,0.74,CVCVCVCV,NOM
m,rutherford,Ryt9RfORd,0.04,0.0,CVCCVCCVCC,NOM
m,rutilant,Rytil@,0.15,0.95,CVCVCVCC,ADJ
,rutiler,Rytile,0.0,0.14,CVCVCVC,VER
f,ruée,R8e,0.85,4.66,CVVV,NOM
m,rythme,Ritm,19.15,42.57,CVCCCV,NOM
,rythmer,Ritme,0.11,0.81,CVCCCVC,VER
,rythmique,Ritmik,0.21,0.74,CVCCCVCVV,ADJ
f,rythmique,Ritmik,0.25,0.47,CVCCCVCVV,NOM
,rythmiquement,Ritmik°m@,0.02,0.2,CVCCCVCVVCVCC,ADV
m,rythmé,Ritme,0.3,0.68,CVCCCV,ADJ
m,râble,Rabl,0.01,1.96,CVCCV,NOM
m,râblé,Rable,0.01,1.28,CVCCV,ADJ
m,râlant,Ral@,0.0,0.34,CVCVCC,ADJ
m,râle,Ral,1.04,5.88,CVCV,NOM
m,râlement,Ral°m@,0.0,0.07,CVCVCVCC,NOM
,râler,Rale,3.05,2.77,CVCVC,VER
m,râleur,Ral9R,0.12,0.2,CVCVVC,ADJ
m,râleur,Ral9R,0.34,0.14,CVCVVC,NOM
m,râleux,Ral2z,0.0,0.14,CVCVVC,NOM
f,râpe,Rap,1.02,1.35,CVCV,NOM
,râper,Rape,0.07,0.47,CVCVC,VER
m,râpeux,Rap2,0.29,1.49,CVCVVC,ADJ
m,râpé,Rape,0.14,1.62,CVCV,ADJ
m,râpé,Rape,0.0,0.47,CVCV,NOM
m,râteau,Rato,0.77,1.62,CVCVVV,NOM
,râteler,Rat°le,0.01,0.0,CVCVCVC,VER
m,râtelier,Rat°lje,0.36,2.43,CVCVCVVC,NOM
f,règle,REgl,33.17,27.91,CVCCV,NOM
m,règlement,REgl°m@,19.4,12.16,CVCCVCVCC,NOM
m,règne,REN,7.3,12.57,CVCCV,NOM
m,ré,Re,3.06,0.54,CV,NOM
m,réa,Rea,0.88,0.0,CVV,NOM
m,réabonnement,ReabOn°m@,0.03,0.07,CVVCVCCVCVCC,NOM
,réabonner,ReabOne,0.03,0.0,CVVCVCCVC,VER
f,réabsorption,ReapsORpsj§,0.03,0.0,CVVCCVCCCVVC,NOM
m,réac,Reak,0.42,0.41,CVVC,ADJ
,réaccoutumer,Reakutyme,0.0,0.14,CVVCCVVCVCVC,VER
,réacheminer,ReaS2mine,0.01,0.0,CVVCCVCVCVC,VER
m,réactant,Reakt@,0.01,0.0,CVVCCVCC,NOM
m,réacteur,Reakt9R,3.62,0.14,CVVCCVVC,NOM
m,réactif,Reaktif,0.26,0.0,CVVCCVC,ADJ
m,réactif,Reaktif,0.27,0.2,CVVCCVC,NOM
f,réaction,Reaksj§,21.23,20.0,CVVCCVVC,NOM
,réactionnaire,ReaksjonER,0.54,1.76,CVVCCVVCCVVCV,ADJ
,réactionnaire,ReaksjonER,0.05,0.27,CVVCCVVCCVVCV,NOM
m,réactionnel,ReaksjonEl,0.01,0.0,CVVCCVVCCVC,ADJ
f,réactivation,Reaktivasj§,0.03,0.07,CVVCCVCVCVVC,NOM
,réactiver,Reaktive,0.49,0.0,CVVCCVCVC,VER
f,réactivité,Reaktivite,0.2,0.0,CVVCCVCVCV,NOM
f,réactualisation,Reakt8alizasj§,0.01,0.0,CVVCCVVCVCVCVVC,NOM
,réactualiser,Reakt8alize,0.03,0.07,CVVCCVVCVCVC,VER
f,réadaptation,Readaptasj§,0.24,0.14,CVVCVCCVCVVC,NOM
,réadapter,Readapte,0.08,0.14,CVVCVCCVC,VER
f,réadmission,Readmisj§,0.04,0.0,CVVCCVCCVVC,NOM
,réadopter,ReadOpte,0.0,0.07,CVVCVCCVC,VER
f,réaffectation,ReafEktasj§,0.16,0.0,CVVCCVCCVCVVC,NOM
,réaffecter,ReafEkte,0.11,0.0,CVVCCVCCVC,VER
f,réaffirmation,ReafiRmasj§,0.01,0.0,CVVCCVCCVCVVC,NOM
,réaffirmer,ReafiRme,0.13,0.27,CVVCCVCCVC,VER
m,réagencement,ReaZ@s°m@,0.0,0.07,CVVCVCCVCVCC,NOM
,réagir,ReaZiR,9.92,7.97,CVVCVC,VER
m,réajustement,ReaZyst°m@,0.15,0.0,CVVCVCCVCVCC,NOM
,réajuster,ReaZyste,0.26,0.41,CVVCVCCVC,VER
m,réal,Real,0.16,0.0,CVVC,NOM
m,réalignement,RealiN°m@,0.07,0.0,CVVCVCCVCVCC,NOM
,réaligner,RealiNe,0.05,0.0,CVVCVCCVC,VER
,réalimenter,Realim@te,0.01,0.0,CVVCVCVCCVC,VER
,réalisable,Realizabl,0.61,0.68,CVVCVCVCCV,ADJ
m,réalisateur,Realizat9R,13.96,0.74,CVVCVCVCVVC,NOM
f,réalisation,Realizasj§,2.86,3.24,CVVCVCVCVVC,NOM
,réaliser,Realize,16.95,12.97,CVVCVCVC,VER
m,réalisme,Realizm,1.19,5.41,CVVCVCCV,NOM
,réaliste,Realist,5.54,3.92,CVVCVCCV,ADJ
,réaliste,Realist,0.34,0.34,CVVCVCCV,NOM
m,réalisé,Realize,0.75,0.68,CVVCVCV,ADJ
f,réalité,Realite,52.15,75.95,CVVCVCV,NOM
,réamorcer,ReamORse,0.06,0.07,CVVCVCCVC,VER
m,réamorçage,ReamORsaZ,0.01,0.0,CVVCVCCVCV,NOM
m,réaménagement,ReamenaZ°m@,0.19,0.07,CVVCVCVCVCVCC,NOM
,réaménager,ReamenaZe,0.12,0.07,CVVCVCVCVC,VER
m,réanimateur,Reanimat9R,0.04,0.0,CVVCVCVCVVC,NOM
f,réanimation,Reanimasj§,2.16,1.35,CVVCVCVCVVC,NOM
,réanimer,Reanime,1.08,0.0,CVVCVCVC,VER
,réapercevoir,ReapERs2vwaR,0.0,0.07,CVVCVCCVCVVC,VER
,réapparaître,ReapaREtR,0.83,1.96,CVVCCVCVVCCV,VER
f,réapparition,ReapaRisj§,0.16,1.55,CVVCCVCVCVVC,NOM
,réappeler,Reap°le,0.01,0.0,CVVCCVCVC,VER
,réapprendre,ReapR@dR,0.7,0.81,CVVCCCVCCCV,VER
m,réapprovisionnement,ReapRovizjOn°m@,0.21,0.14,CVVCCCVCVCVVCCVCVCC,NOM
,réapprovisionner,ReapRovizjone,0.38,0.34,CVVCCCVCVCVVCCVC,VER
,réargenter,ReaRZ@te,0.01,0.0,CVVCCVCCVC,VER
m,réarmement,ReaRm°m@,0.09,0.34,CVVCCVCVCC,NOM
,réarmer,ReaRme,0.05,0.14,CVVCCVC,VER
m,réarrangement,ReaR@Z°m@,0.03,0.0,CVVCCVCCVCVCC,NOM
,réarranger,ReaR@Ze,0.15,0.14,CVVCCVCCVC,VER
,réassembler,Reas@ble,0.14,0.0,CVVCCVCCCVC,VER
f,réassignation,ReasiNasj§,0.03,0.0,CVVCCVCCVCVVC,NOM
,réassigner,ReasiNe,0.07,0.0,CVVCCVCCVC,VER
,réassortir,ReasORtiR,0.0,0.14,CVVCCVCCVC,VER
,réassumer,Reasyme,0.0,0.14,CVVCCVCVC,VER
,réassurer,ReasyRe,0.02,0.07,CVVCCVCVC,VER
,réattaquer,Reatake,0.01,0.0,CVVCCVCVVC,VER
m,rébarbatif,RebaRbatif,0.16,0.61,CVCVCCVCVC,ADJ
f,rébecca,Rebeka,0.0,0.07,CVCVCCV,NOM
f,rébellion,Rebelj§,4.0,3.65,CVCVCCVVC,NOM
m,rébus,Rebys,0.1,1.28,CVCVC,NOM
m,récalcitrant,RekalsitR@,0.21,0.61,CVCVCCVCCVCC,ADJ
m,récalcitrant,RekalsitR@,0.04,0.14,CVCVCCVCCVCC,NOM
m,récapitulatif,Rekapitylatif,0.02,0.07,CVCVCVCVCVCVC,ADJ
m,récapitulatif,Rekapitylatif,0.06,0.2,CVCVCVCVCVCVC,NOM
f,récapitulation,Rekapitylasj§,0.2,0.47,CVCVCVCVCVCVVC,NOM
,récapituler,Rekapityle,0.4,0.34,CVCVCVCVCVC,VER
,récemment,Resam@,21.07,15.07,CVCVCCVCC,ADV
m,récent,Res@,3.96,5.61,CVCVCC,ADJ
m,réceptacle,ResEptakl,0.64,0.47,CVCVCCVCCV,NOM
m,récepteur,ResEpt9R,0.23,0.07,CVCVCCVVC,ADJ
m,récepteur,ResEpt9R,0.56,3.24,CVCVCCVVC,NOM
m,réceptif,ResEptif,0.88,0.41,CVCVCCVC,ADJ
f,réception,ResEpsj§,16.6,12.7,CVCVCCVVC,NOM
,réceptionner,ResEpsjone,0.13,0.14,CVCVCCVVCCVC,VER
,réceptionniste,ResEpsjonist,1.64,1.76,CVCVCCVVCCVCCV,NOM
f,réceptivité,ResEptivite,0.04,0.2,CVCVCCVCVCV,NOM
m,récessif,Resesif,0.09,0.0,CVCVCCVC,ADJ
f,récession,Resesj§,0.96,0.2,CVCVCCVVC,NOM
,réchapper,ReSape,0.64,0.14,CVCCVCCVC,VER
m,réchappé,ReSape,0.0,0.07,CVCCVCCV,NOM
m,réchaud,ReSo,0.83,6.22,CVCCVVC,NOM
m,réchauffage,ReSofaZ,0.01,0.0,CVCCVVCCVCV,NOM
m,réchauffement,ReSofm@,1.02,0.07,CVCCVVCCVCVCC,NOM
,réchauffer,ReSofe,7.64,11.62,CVCCVVCCVC,VER
m,réchauffeur,ReSof9R,0.03,0.0,CVCCVVCCVVC,NOM
m,réchauffé,ReSofe,0.73,0.68,CVCCVVCCV,ADJ
m,récidivant,Residiv@,0.01,0.0,CVCVCVCVCC,ADJ
f,récidive,Residiv,0.57,0.61,CVCVCVCV,NOM
,récidiver,Residive,0.12,0.14,CVCVCVCVC,VER
,récidiviste,Residivist,0.62,0.07,CVCVCVCVCCV,ADJ
,récidiviste,Residivist,0.65,0.2,CVCVCVCVCCV,NOM
m,récif,Resif,0.75,0.54,CVCVC,NOM
,récipiendaire,Resipj@dER,0.01,0.2,CVCVCVVCCVVCV,NOM
m,récipient,Resipj@,1.36,2.77,CVCVCVVCC,NOM
f,réciprocité,ResipRosite,0.28,1.55,CVCVCCVCVCV,NOM
,réciproque,ResipROk,3.59,5.68,CVCVCCVCVV,ADJ
f,réciproque,ResipROk,0.13,0.41,CVCVCCVCVV,NOM
,réciproquement,ResipROk°m@,0.26,3.45,CVCVCCVCVVCVCC,ADV
m,récit,Resi,7.12,37.84,CVCVC,NOM
m,récital,Resital,1.33,1.28,CVCVCVC,NOM
m,récitant,Resit@,0.02,1.01,CVCVCVCC,NOM
m,récitatif,Resitatif,0.01,0.0,CVCVCVCVC,ADJ
m,récitatif,Resitatif,0.0,0.14,CVCVCVCVC,NOM
f,récitation,Resitasj§,0.17,2.03,CVCVCVCVVC,NOM
,réciter,Resite,4.21,7.97,CVCVCVC,VER
f,réclamation,Reklamasj§,1.02,0.68,CVCCVCVCVVC,NOM
f,réclame,Reklam,1.15,3.24,CVCCVCV,NOM
,réclamer,Reklame,3.18,11.76,CVCCVCVC,VER
f,réclusion,Reklyzj§,1.09,3.04,CVCCVCVVC,NOM
m,récollet,RekolE,0.0,0.07,CVCVCCVC,NOM
,récoltable,RekOltabl,0.01,0.0,CVCVCCVCCV,ADJ
m,récoltant,RekOlt@,0.0,0.07,CVCVCCVCC,NOM
f,récolte,RekOlt,7.93,5.54,CVCVCCV,NOM
,récolter,RekOlte,3.66,2.43,CVCVCCVC,VER
f,récompense,Rek§p@s,18.39,8.31,CVCVCCVCCV,NOM
,récompenser,Rek§p@se,2.29,2.77,CVCVCCVCCVC,VER
m,réconciliateur,Rek§siljat9R,0.02,0.07,CVCVCCVCVVCVVC,NOM
f,réconciliation,Rek§siljasj§,2.38,4.73,CVCVCCVCVVCVVC,NOM
,réconcilier,Rek§silje,3.61,3.38,CVCVCCVCVVC,VER
m,réconfort,Rek§fOR,4.71,6.35,CVCVCCVCC,NOM
m,réconfortant,Rek§fORt@,1.62,2.91,CVCVCCVCCVCC,ADJ
,réconforter,Rek§fORte,3.21,2.77,CVCVCCVCCVC,VER
m,récri,RekRi,0.0,0.14,CVCCV,NOM
,récrier,RekRie,0.0,0.14,CVCCVVC,VER
f,récrimination,RekRiminasj§,0.03,0.61,CVCCVCVCVCVVC,NOM
,récriminer,RekRimine,0.16,0.41,CVCCVCVCVC,VER
,récrire,RekRiR,0.29,0.61,CVCCVCV,VER
f,récré,RekRe,2.25,2.16,CVCCV,NOM
m,récréatif,RekReatif,0.06,0.0,CVCCVVCVC,ADJ
f,récréation,RekReasj§,2.43,9.26,CVCCVVCVVC,NOM
,récréer,RekRee,0.01,0.0,CVCCVVC,VER
m,récup,Rekyp,0.13,0.0,CVCVC,NOM
m,récupérable,RekypeRabl,0.14,0.61,CVCVCVCVCCV,ADJ
m,récupérateur,RekypeRat9R,0.01,0.2,CVCVCVCVCVVC,ADJ
m,récupérateur,RekypeRat9R,0.12,0.07,CVCVCVCVCVVC,NOM
f,récupération,RekypeRasj§,2.01,1.82,CVCVCVCVCVVC,NOM
,récupérer,RekypeRe,44.59,14.19,CVCVCVCVC,VER
m,récurage,RekyRaZ,0.03,0.27,CVCVCVCV,NOM
,récurer,RekyRe,0.35,0.74,CVCVCVC,VER
f,récurrence,RekyR@s,0.17,0.14,CVCVCCVCCV,NOM
m,récurrent,RekyR@,0.56,0.07,CVCVCCVCC,ADJ
m,récursif,RekyRsif,0.03,0.0,CVCVCCVC,ADJ
m,récusable,Rekyzabl,0.0,0.07,CVCVCVCCV,ADJ
f,récusation,Rekyzasj§,0.07,0.07,CVCVCVCVVC,NOM
,récuser,Rekyze,0.31,1.08,CVCVCVC,VER
m,récépissé,Resepise,0.09,0.34,CVCVCVCCV,NOM
m,rédacteur,Redakt9R,3.32,3.85,CVCVCCVVC,NOM
f,rédaction,Redaksj§,2.82,11.22,CVCVCCVVC,NOM
m,rédactionnel,RedaksjOnEl,0.01,0.0,CVCVCCVVCCVC,ADJ
m,rédempteur,Red@pt9R,0.4,0.27,CVCVCCCVVC,ADJ
m,rédempteur,Red@pt9R,0.78,0.2,CVCVCCCVVC,NOM
f,rédemption,Red@psj§,2.35,1.22,CVCVCCCVVC,NOM
,rédemptoriste,Red@ptORist,0.1,0.0,CVCVCCCVCVCCV,NOM
f,rédhibition,Redibisj§,0.0,0.07,CVCCVCVCVVC,NOM
,rédhibitoire,RedibitwaR,0.06,0.34,CVCCVCVCVVCV,ADJ
,rédiger,RediZe,2.27,6.96,CVCVCVC,VER
m,réducteur,Redykt9R,0.12,0.07,CVCVCCVVC,ADJ
m,réducteur,Redykt9R,0.02,0.07,CVCVCCVVC,NOM
f,réduction,Redyksj§,3.37,2.91,CVCVCCVVC,NOM
